Name,Price,Price_Origin,CPU,RAM,ROM,CARD màn hình,size màn hình,LINK,IMG,RATING 
LAPTOP DELL INSPIRON 3505 i3505-A542BLK,12.990.000 ₫,18.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nAMD Radeon Vega 8\nLoại CPU\nAMD Ryzen 5 3450U'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 2400MHz, 1 khe cắm tối đa 16GB\nỔ cứng\n256GB SSD PCIe']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 2400MHz, 1 khe cắm tối đa 16GB\nỔ cứng\n256GB SSD PCIe', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Màn hình cảm ứng']",['Vi xử lý & đồ họa\nLoại card đồ họa\nAMD Radeon Vega 8\nLoại CPU\nAMD Ryzen 5 3450U'],['Màn hình\nMàn hình cảm ứng\nCó\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-dell-inspiron-3505-i3505-a542blk.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/2/2/22_2_93.jpg",0/5
Laptop Asus Vivobook Pro 16X Oled M7600RE-L2044W,34.490.000 ₫,38.990.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3050 Ti\nLoại CPU\nAMD Ryzen 9 6900HX ( 8 nhân, 16 luồng)']",['RAM & Ổ cứng\nDung lượng RAM\n16GB\nSố khe ram\n1x M.2 2280 PCIe 4.0x4\nỔ cứng\n512GB'],['RAM & Ổ cứng\nDung lượng RAM\n16GB\nSố khe ram\n1x M.2 2280 PCIe 4.0x4\nỔ cứng\n512GB'],"['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3050 Ti\nLoại CPU\nAMD Ryzen 9 6900HX ( 8 nhân, 16 luồng)']",['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\n4K (Ultra HD)\nKích thước màn hình\n16 inches\nĐộ phân giải màn hình\n3840 x 2400 pixel (4K)'],"https://cellphones.com.vn/laptop-asus-vivobook-pro-16x-oled-m7600re-l2044w.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/e/text_d_i_15.png",0/5
Laptop LG Gram 2021 17Z90P-G.AH76A5 17 inch,36.490.000 ₫,52.900.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core™ i7-1165G7, tốc độ 2.80GHz tối đa 4.70GHz, 4 nhân 8 luồng, 12MB bộ nhớ đệm']","['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nLPDDR4x 4266MHz, không hỗ trợ nâng cấp\nỔ cứng\n512GB SSD PCIe NVMe M.2']","['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nLPDDR4x 4266MHz, không hỗ trợ nâng cấp\nỔ cứng\n512GB SSD PCIe NVMe M.2', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Viền màn hình siêu mỏng, Wi-Fi 6']","['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core™ i7-1165G7, tốc độ 2.80GHz tối đa 4.70GHz, 4 nhân 8 luồng, 12MB bộ nhớ đệm']",['Màn hình\nCông nghệ màn hình\n99% DCI-P3\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\n2K (Quad HD)\nKích thước màn hình\n17 inches\nĐộ phân giải màn hình\n2560 x 1600 pixels (2K)'],"https://cellphones.com.vn/laptop-lg-gram-17-2021-ssd-512gb.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/l/a/laptop-lg-gram-17-2021-ssd-512gb-7_1_1.jpg",0/5
Laptop Lenovo Yoga Slim 7 Pro 14IHU5 O 82NH00AEVN,21.990.000 ₫,26.690.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-11300H'],"['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nLPDDR4x tốc độ bus 4266MHz\nSố khe ram\nRam trên onboard, không hỗ trợ nâng cấp\nỔ cứng\n512GB SSD M.2 2280 PCIe 3.0x4 NVMe\n( Hỗ trợ nâng cấp tối đa 1TB)']","['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nLPDDR4x tốc độ bus 4266MHz\nSố khe ram\nRam trên onboard, không hỗ trợ nâng cấp\nỔ cứng\n512GB SSD M.2 2280 PCIe 3.0x4 NVMe\n( Hỗ trợ nâng cấp tối đa 1TB)', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Viền màn hình siêu mỏng, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-11300H'],"['Màn hình\nCông nghệ màn hình\nĐộ sáng 400 nit\nTần số quét 90Hz\nHỗ trợ dải màu 100% DCI-P3\nCông nghệ hình ảnh DisplayHDR True Black 500, Dolby Vision\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền OLED/AMOLED\nĐộ phân giải\n2K (Quad HD)\nKích thước màn hình\n14 inches\nĐộ phân giải màn hình\n2880 x 1800 pixels']","https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-pro-14ihu5-o-82nh00aevn.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/_/0/_0004_yoga_slim_7_pro_14ihu5_o_ct1_01.jpg",0/5
Laptop Asus Rog Strix G15 G513RC HN038W,27.490.000 ₫,31.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA® GeForce RTX™ 3050 4GB GDDR6\nLoại CPU\nAMD Ryzen 7 6800H'],['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR5 4800MHz\nSố khe ram\n2 khe cắm tối đa 32GB SDRAM\nỔ cứng\n512GB SSD PCIE G4X4 (2 khe)'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR5 4800MHz\nSố khe ram\n2 khe cắm tối đa 32GB SDRAM\nỔ cứng\n512GB SSD PCIE G4X4 (2 khe)', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA® GeForce RTX™ 3050 4GB GDDR6\nLoại CPU\nAMD Ryzen 7 6800H'],['Màn hình\nCông nghệ màn hình\nTần số quét 144Hz\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513rc-hn038w.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/6/h/6h10.png",0/5
Laptop Lenovo Gaming Legion 5 Pro 16ARH7H 82RG008SVN,38.990.000 ₫,44.990.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3060 6GB GDDR6, Boost Clock 1702MHz, TGP 140W\nLoại CPU\nAMD Ryzen 7 6800H (8 lõi / 16 luồng, 4.7GHz, 4MB L2 / 16MB L3)']","['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\n16GB SO-DIMM DDR5-4800\nSố khe ram\n2 khe DDR5 SO-DIMM dual-channel, tối đa 32GB DDR5-4800\nỔ cứng\n512GB SSD M.2 2280 PCIe 4.0x4 NVMe']","['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\n16GB SO-DIMM DDR5-4800\nSố khe ram\n2 khe DDR5 SO-DIMM dual-channel, tối đa 32GB DDR5-4800\nỔ cứng\n512GB SSD M.2 2280 PCIe 4.0x4 NVMe', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']","['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce RTX 3060 6GB GDDR6, Boost Clock 1702MHz, TGP 140W\nLoại CPU\nAMD Ryzen 7 6800H (8 lõi / 16 luồng, 4.7GHz, 4MB L2 / 16MB L3)']","['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\n2K (Quad HD)\nKích thước màn hình\n16 inches\nCông nghệ màn hình\nĐộ sáng 500nits\nMàn hình chống choi Anti-glare\nTần số quét 165Hz\nĐộ phủ màu 100% sRGB\nDolby Vision\nHDR 400, FreeSync\nG-SYNC, DC dimmer\nÁnh sáng xanh dương thấp\nHiệu suất chơi game cao\nĐộ phân giải màn hình\n2560 x 1600 (WQXGA)']","https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-pro-16arh7h-82rg008svn.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/e/text_d_i_2__3.png",0/5
Laptop Dell Inspiron 3511 26F1K,11.990.000 ₫,15.990.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel UHD Graphics\nLoại CPU\nIntel Core i3-1115G4 Dual-Core Processor(2 Core, 4 Threads, 6MB Cache, Base Frequency 3.0GHz,Up to 4.1GHz at Maximum Turbo Speed)']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB (4x2) DDR4 , 2 khe tối đa 16GB\nỔ cứng\n128GB PCIe SSD']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB (4x2) DDR4 , 2 khe tối đa 16GB\nỔ cứng\n128GB PCIe SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD']","['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel UHD Graphics\nLoại CPU\nIntel Core i3-1115G4 Dual-Core Processor(2 Core, 4 Threads, 6MB Cache, Base Frequency 3.0GHz,Up to 4.1GHz at Maximum Turbo Speed)']",['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền VA\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nCông nghệ màn hình\nMàn hình chống loá\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-dell-inspiron-3501-26f1k.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/1/_/1_75_64.jpg",0/5
Laptop Asus Zenbook 14 UX3402ZA-KM220W,22.690.000 ₫,26.990.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel® Iris Xe Graphics\nLoại CPU\nIntel Core™ i5-1240P 1.7 GHz (12M Cache, up to 4.4 GHz, 4P+8E cores)\nIntel Evo™ Platform']",['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB LPDDR5 on board\nỔ cứng\n512GB M.2 NVMe™ PCIe® 3.0 SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB LPDDR5 on board\nỔ cứng\n512GB M.2 NVMe™ PCIe® 3.0 SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Bảo mật vân tay']","['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel® Iris Xe Graphics\nLoại CPU\nIntel Core™ i5-1240P 1.7 GHz (12M Cache, up to 4.4 GHz, 4P+8E cores)\nIntel Evo™ Platform']","['Màn hình\nChất liệu tấm nền\nTấm nền OLED/AMOLED\nĐộ phân giải\n2K (Quad HD)\nKích thước màn hình\n14 inches\nCông nghệ màn hình\nMàn hình OLED 2.8K, tỷ lệ 16:10\nThời gian phản hồi 0.2 ms\nTốc độ làm mới 90Hz\nĐộ sáng tối đa 600nits, 100% DCI-P3\nTỷ lệ tương phản 1.000.000:1\nHDR True Black 600, 1.07 tỷ màu\nGlossy display\nHạn chế ánh sáng xanh\nChăm sóc mắt SGS\nĐộ phân giải màn hình\n2880 x 1800 pixels']","https://cellphones.com.vn/laptop-asus-zenbook-14-ux3402za-km220w.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/1/4/14_2_127.jpg",0/5
Laptop HP Pavilion 14-DV2075TU 7C0W2PA,16.690.000 ₫,19.690.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-1235U, 10 lõi / 12 luồng, 4.40 GHz, 12MB']",['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 3200MHz\nSố khe ram\n2x 4 GB\nỔ cứng\n512 GB PCIe NVMe M.2 SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 3200MHz\nSố khe ram\n2x 4 GB\nỔ cứng\n512 GB PCIe NVMe M.2 SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']","['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-1235U, 10 lõi / 12 luồng, 4.40 GHz, 12MB']",['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n14 inches\nCông nghệ màn hình\nBrightView\nĐộ sáng 250 nits\nĐộ phủ màu 45% NTSC\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-hp-pavilion-14-dv2075tu-7c0w2pa.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/e/text_ng_n_21__9.png",0/5
Laptop Asus Vivobook M7400QC KM013W,24.790.000 ₫,28.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA® GeForce RTX™ 3050 4GB GDDR6\nLoại CPU\nAMD Ryzen 5-5600H'],['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nDDR4\nỔ cứng\n512GB M.2 NVMe PCIe 3.0 SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\nDDR4\nỔ cứng\n512GB M.2 NVMe PCIe 3.0 SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA® GeForce RTX™ 3050 4GB GDDR6\nLoại CPU\nAMD Ryzen 5-5600H'],"['Màn hình\nCông nghệ màn hình\nTần số quét 90Hz, 100% DCI-P3\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền OLED/AMOLED\nĐộ phân giải\n2K (Quad HD)\nKích thước màn hình\n14 inches\nĐộ phân giải màn hình\n2880 x 1800 pixels']","https://cellphones.com.vn/laptop-asus-vivobook-pro-m7400qc-km013w.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/9/_/9.17.jpg",0/5
Laptop Lenovo Ideapad 15IAU7 82RK001QVN,14.890.000 ₫,17.990.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-1235U, 10C (2P +8E) / 12T, P-core 1.3 / 4.4GHz, E-core 0.9 / 3.3GHz, 12MB']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8 GB DDR4-3200 On board\nSố khe ram\n1x DDR4 SO-DIMM tối đa 16 GB (8 GB hàn + 8 GB SO-DIMM) DDR4-3200, hỗ trợ kênh đôi\nỔ cứng\n512GB SSD M.2 2242 PCIe 4.0x4 NVMe']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8 GB DDR4-3200 On board\nSố khe ram\n1x DDR4 SO-DIMM tối đa 16 GB (8 GB hàn + 8 GB SO-DIMM) DDR4-3200, hỗ trợ kênh đôi\nỔ cứng\n512GB SSD M.2 2242 PCIe 4.0x4 NVMe', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Bảo mật vân tay']","['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-1235U, 10C (2P +8E) / 12T, P-core 1.3 / 4.4GHz, E-core 0.9 / 3.3GHz, 12MB']","['Màn hình\nCông nghệ màn hình\nTấm nền TN, 250nits\nMàn hình chống chói\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền TN\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)']","https://cellphones.com.vn/laptop-lenovo-ideapad-15iau7-82rk001qvn.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/2/9/29_2_41.jpg",0/5
MacBook Pro 16 inch M2 Pro 2023 (12 CPU - 19 GPU - 32GB - 512GB),76.990.000 ₫,None,['Vi xử lý & đồ họa\nLoại card đồ họa\n19 nhân GPU\nLoại CPU\nApple M2 Pro 12 nhân'],['RAM & Ổ cứng\nDung lượng RAM\n32GB\nỔ cứng\n512 SSD'],"['RAM & Ổ cứng\nDung lượng RAM\n32GB\nỔ cứng\n512 SSD', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Bảo mật vân tay, Nhận diện khuôn mặt']",['Vi xử lý & đồ họa\nLoại card đồ họa\n19 nhân GPU\nLoại CPU\nApple M2 Pro 12 nhân'],"['Màn hình\nMàn hình cảm ứng\nKhông\nĐộ phân giải\nRetina\nKích thước màn hình\n16 inches\nCông nghệ màn hình\n120Hz, Liquid Retina, Mini LED, XDR\nĐộ phân giải màn hình\n3456 x 2234 pixels']","https://cellphones.com.vn/macbook-pro-16-inch-m2-pro-32gb-2023.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/c/s/csdw563.jpg",0/5
Laptop ASUS VivoBook S433EA,15.990.000 ₫,19.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 3200Mhz, không hỗ trợ nâng cấp\nỔ cứng\n512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE)']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 3200Mhz, không hỗ trợ nâng cấp\nỔ cứng\n512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE)', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Viền màn hình siêu mỏng, Wi-Fi 6']",['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB'],['Màn hình\nCông nghệ màn hình\nAnti-Glare with 45% NTSC\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n14 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-asus-vivobook-s14-s433ea.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/9/_/9.10.jpg",5.0/5
Laptop Dell Vostro 14 3400 YX51W3,17.490.000 ₫,22.290.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce MX330 2GB GDDR5 + Intel Iris Xe Graphics\nLoại CPU\nIntel® Core™ i5-1135G7 2.40GHz up to 4.20GHz, 4 nhân 8 luồng 8MB Intel® Smart Cache']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 3200MHz, 2 khe cắm tối đa 16GB\nỔ cứng\n512GB SSD M.2 PCIe NVMe 3x4']","['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\nDDR4 3200MHz, 2 khe cắm tối đa 16GB\nỔ cứng\n512GB SSD M.2 PCIe NVMe 3x4', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD']","['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA GeForce MX330 2GB GDDR5 + Intel Iris Xe Graphics\nLoại CPU\nIntel® Core™ i5-1135G7 2.40GHz up to 4.20GHz, 4 nhân 8 luồng 8MB Intel® Smart Cache']","['Màn hình\nCông nghệ màn hình\nMàn hình chống loá, 60Hz, 220nits 45% NTSC 35ms\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền VA\nĐộ phân giải\nFull HD\nKích thước màn hình\n14 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)']","https://cellphones.com.vn/laptop-dell-vostro-14-3400-yx51w3.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/2/5/25_1_95.jpg",0/5
Laptop HP Envy X360 13-BF0094TU 76B14PA,22.990.000 ₫,29.390.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-1230U (1.0 GHz - 4.4 GHz, 12MB, 10 lõi / 12 luồng)']",['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\n16GB Onboard LPDDR4X 4266MHz\nỔ cứng\n512GB SSD M.2 NVMe'],"['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\n16GB Onboard LPDDR4X 4266MHz\nỔ cứng\n512GB SSD M.2 NVMe', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6, Màn hình cảm ứng']","['Vi xử lý & đồ họa\nLoại card đồ họa\nIntel Iris Xe Graphics\nLoại CPU\nIntel Core i5-1230U (1.0 GHz - 4.4 GHz, 12MB, 10 lõi / 12 luồng)']",['Màn hình\nMàn hình cảm ứng\nCó\nChất liệu tấm nền\nTấm nền OLED/AMOLED\nĐộ phân giải\n2.8K\nKích thước màn hình\n13.3 inches\nCông nghệ màn hình\nTấm nền OLED\nĐộ phân giải màn hình\n2880 x 1800 pixels'],"https://cellphones.com.vn/laptop-hp-envy-x360-13-bf0094tu-76b14pa.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/e/text_ng_n_2__1_5.png",0/5
Laptop Acer Swift 3 SF314-43-R4X3 NX.AB1SV.004,18.990.000 ₫,20.990.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nAMD Radeon™ Graphics\nLoại CPU\nAMD Ryzen 5-5500U 2.1GHz up to 4.0GHz 8MB, 6 lõi 12 luồng']","['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\n16GB LPDDR4X 2133 MHz, không hỗ trợ nâng cấp\nỔ cứng\n512GB SSD M.2 PCIE Gen3x4']","['RAM & Ổ cứng\nDung lượng RAM\n16GB\nLoại RAM\n16GB LPDDR4X 2133 MHz, không hỗ trợ nâng cấp\nỔ cứng\n512GB SSD M.2 PCIE Gen3x4', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD, Wi-Fi 6']","['Vi xử lý & đồ họa\nLoại card đồ họa\nAMD Radeon™ Graphics\nLoại CPU\nAMD Ryzen 5-5500U 2.1GHz up to 4.0GHz 8MB, 6 lõi 12 luồng']","['Màn hình\nMàn hình cảm ứng\nKhông\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n14 inches\nCông nghệ màn hình\n60Hz, Acer ComfyView LED-backlit\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)']","https://cellphones.com.vn/laptop-acer-swift-3-sf314-43-r4x3.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/4/h/4h00.png",0/5
Laptop ASUS TUF Dash F15 FX517ZE-HN045W,23.490.000 ₫,29.990.000 ₫,['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA® GeForce RTX™ 3050 Ti Laptop GPU\nLoại CPU\nIntel Core i5-12450H 3.3GHz up to 4.4GHz 12MB'],['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB DDR5 4800MHz\nỔ cứng\n512GB SSD M.2 NVMe™ PCIe® 3.0'],"['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB DDR5 4800MHz\nỔ cứng\n512GB SSD M.2 NVMe™ PCIe® 3.0', 'Tiện ích khác\nTính năng đặc biệt\nỔ cứng SSD']",['Vi xử lý & đồ họa\nLoại card đồ họa\nNVIDIA® GeForce RTX™ 3050 Ti Laptop GPU\nLoại CPU\nIntel Core i5-12450H 3.3GHz up to 4.4GHz 12MB'],['Màn hình\nChất liệu tấm nền\nTấm nền IPS\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-asus-tuf-dash-f15-fx517ze-hn045w.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/1/_/1_117_4.png",0/5
Laptop Dell Insprion 3525 N5R75825U106W,18.990.000 ₫,20.490.000 ₫,"['Vi xử lý & đồ họa\nLoại card đồ họa\nAMD Radeon Graphics\nLoại CPU\nAMD Ryzen 7-5825U (8 lõi / 16 luồng, 4.40 GHz, 16MB)']",['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB (1x 8GB) DDR4 3200 MHz\nSố khe ram\n1 khe\nỔ cứng\n512GB M.2 PCIe NVMe SSD'],['RAM & Ổ cứng\nDung lượng RAM\n8GB\nLoại RAM\n8GB (1x 8GB) DDR4 3200 MHz\nSố khe ram\n1 khe\nỔ cứng\n512GB M.2 PCIe NVMe SSD'],"['Vi xử lý & đồ họa\nLoại card đồ họa\nAMD Radeon Graphics\nLoại CPU\nAMD Ryzen 7-5825U (8 lõi / 16 luồng, 4.40 GHz, 16MB)']",['Màn hình\nĐộ phân giải\nFull HD\nKích thước màn hình\n15.6 inches\nCông nghệ màn hình\nMàn hình chống chói Anti-Glare\nĐộ sáng 250nits\nĐộ phân giải màn hình\n1920 x 1080 pixels (FullHD)'],"https://cellphones.com.vn/laptop-dell-insprion-3525-n5r75825u106w.html
","https://cdn2.cellphones.com.vn/58x58,webp,q100/media/catalog/product/t/e/text_d_i_1__2.png",0/5
